Specialty,Day,BedsAvailable,BedsUsed
2,1,0,0
2,2,0,0
2,3,5,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
3,1,16,16
3,2,19,19
3,3,19,19
3,4,19,19
3,5,20,19
3,6,28,19
3,7,28,19
1,1,10,7
1,2,14,7
1,3,14,7
1,4,14,9
1,5,14,9
1,6,15,9
1,7,15,9
4,1,10,2
4,2,10,2
4,3,15,2
4,4,15,2
4,5,17,2
4,6,20,2
4,7,20,2
2,8,5,0
2,9,5,0
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,19
3,9,28,19
3,10,28,14
3,11,28,4
3,12,28,3
3,13,28,0
3,14,28,0
1,8,15,9
1,9,15,3
1,10,15,2
1,11,15,2
1,12,15,2
1,13,15,0
1,14,15,0
4,8,20,2
4,9,20,1
4,10,20,1
4,11,20,1
4,12,20,0
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,0,0
3,-6,2,0
3,-5,5,0
3,-4,5,0
3,-3,6,0
3,-2,15,0
3,-1,15,5
1,-7,5,0
1,-6,5,0
1,-5,5,0
1,-4,4,0
1,-3,4,0
1,-2,10,0
1,-1,10,0
4,-7,0,0
4,-6,5,0
4,-5,7,0
4,-4,7,1
4,-3,7,1
4,-2,10,2
4,-1,10,2
