Specialty,Day,BedsAvailable,BedsUsed
2,1,0,0
2,2,0,0
2,3,3,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
3,1,10,8
3,2,14,14
3,3,17,14
3,4,20,14
3,5,21,14
3,6,28,14
3,7,28,14
1,1,10,0
1,2,10,0
1,3,10,0
1,4,10,6
1,5,11,6
1,6,15,6
1,7,15,6
4,1,17,6
4,2,17,6
4,3,17,6
4,4,17,6
4,5,18,6
4,6,20,6
4,7,20,6
2,8,5,0
2,9,5,0
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,14
3,9,28,6
3,10,28,6
3,11,28,6
3,12,28,6
3,13,28,0
3,14,28,0
1,8,15,6
1,9,15,6
1,10,15,6
1,11,15,6
1,12,15,6
1,13,15,0
1,14,15,0
4,8,20,6
4,9,20,5
4,10,20,4
4,11,20,3
4,12,20,1
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,4,0
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,0,0
3,-2,10,8
3,-1,10,8
1,-7,4,0
1,-6,6,0
1,-5,6,0
1,-4,1,0
1,-3,1,0
1,-2,10,0
1,-1,10,0
4,-7,0,0
4,-6,3,0
4,-5,6,1
4,-4,7,2
4,-3,12,2
4,-2,17,5
4,-1,17,6
