Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,14,13
3,2,20,20
3,3,20,20
3,4,20,20
3,5,22,20
3,6,28,20
3,7,28,20
1,1,10,0
1,2,10,0
1,3,10,0
1,4,10,8
1,5,11,8
1,6,15,8
1,7,15,8
4,1,19,19
4,2,19,19
4,3,19,19
4,4,19,19
4,5,20,19
4,6,20,19
4,7,20,19
2,8,5,5
2,9,5,5
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,20
3,9,28,15
3,10,28,14
3,11,28,8
3,12,28,7
3,13,28,0
3,14,28,0
1,8,15,8
1,9,15,8
1,10,15,8
1,11,15,8
1,12,15,7
1,13,15,0
1,14,15,0
4,8,20,19
4,9,20,16
4,10,20,11
4,11,20,11
4,12,20,6
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,4,0
2,-4,5,0
2,-3,5,0
2,-2,5,0
2,-1,5,0
3,-7,1,0
3,-6,0,0
3,-5,2,0
3,-4,5,0
3,-3,6,0
3,-2,14,5
3,-1,14,6
1,-7,10,0
1,-6,10,0
1,-5,10,0
1,-4,5,0
1,-3,6,0
1,-2,10,0
1,-1,10,0
4,-7,0,0
4,-6,4,0
4,-5,8,3
4,-4,8,8
4,-3,12,8
4,-2,19,13
4,-1,19,19
