Specialty,Day,BedsAvailable,BedsUsed
1,1,4,4
1,2,8,8
1,3,10,10
1,4,11,11
1,5,12,11
1,6,15,10
1,7,15,9
3,1,6,6
3,2,8,8
3,3,10,10
3,4,12,10
3,5,12,9
3,6,13,9
3,7,13,9
5,1,6,6
5,2,8,8
5,3,8,8
5,4,11,10
5,5,12,8
5,6,12,8
5,7,12,7
7,1,11,8
7,2,12,11
7,3,17,12
7,4,18,12
7,5,18,11
7,6,18,10
7,7,18,9
1,8,15,9
1,9,15,9
1,10,15,5
1,11,15,0
1,12,15,0
1,13,15,0
1,14,15,0
3,8,13,7
3,9,13,4
3,10,13,3
3,11,13,2
3,12,13,1
3,13,13,0
3,14,13,0
5,8,12,5
5,9,12,3
5,10,12,1
5,11,12,0
5,12,12,0
5,13,12,0
5,14,12,0
7,8,18,7
7,9,18,4
7,10,18,2
7,11,18,1
7,12,18,1
7,13,18,0
7,14,18,0
1,-7,1,0
1,-6,1,0
1,-5,0,0
1,-4,0,0
1,-3,3,2
1,-2,4,3
1,-1,4,4
3,-7,0,0
3,-6,1,0
3,-5,0,0
3,-4,0,0
3,-3,0,0
3,-2,3,0
3,-1,4,3
5,-7,0,0
5,-6,1,0
5,-5,0,0
5,-4,3,0
5,-3,3,0
5,-2,5,2
5,-1,5,2
7,-7,0,0
7,-6,2,0
7,-5,1,0
7,-4,4,0
7,-3,9,0
7,-2,9,1
7,-1,10,1
