Specialty,Day,BedsAvailable,BedsUsed
2,1,0,0
2,2,0,0
2,3,4,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
3,1,16,9
3,2,19,19
3,3,21,19
3,4,22,19
3,5,24,19
3,6,28,19
3,7,28,19
1,1,9,0
1,2,9,0
1,3,9,0
1,4,9,0
1,5,9,0
1,6,15,0
1,7,15,0
4,1,18,0
4,2,20,0
4,3,20,0
4,4,20,0
4,5,20,0
4,6,20,0
4,7,20,0
2,8,5,0
2,9,5,0
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,19
3,9,28,11
3,10,28,10
3,11,28,10
3,12,28,9
3,13,28,0
3,14,28,0
1,8,15,0
1,9,15,0
1,10,15,0
1,11,15,0
1,12,15,0
1,13,15,0
1,14,15,0
4,8,20,0
4,9,20,0
4,10,20,0
4,11,20,0
4,12,20,0
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,0,0
3,-6,0,0
3,-5,4,0
3,-4,6,0
3,-3,10,0
3,-2,16,8
3,-1,16,9
1,-7,10,0
1,-6,10,0
1,-5,12,0
1,-4,6,0
1,-3,7,0
1,-2,9,0
1,-1,9,0
4,-7,8,0
4,-6,8,0
4,-5,11,0
4,-4,11,0
4,-3,14,0
4,-2,18,0
4,-1,18,0
