Specialty,Day,BedsAvailable,BedsUsed
2,1,5,0
2,2,5,0
2,3,5,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
3,1,28,5
3,2,28,9
3,3,28,9
3,4,28,9
3,5,28,9
3,6,28,9
3,7,28,9
1,1,15,0
1,2,15,0
1,3,15,0
1,4,15,6
1,5,15,6
1,6,15,6
1,7,15,6
4,1,20,1
4,2,20,1
4,3,20,1
4,4,20,1
4,5,20,1
4,6,20,1
4,7,20,1
3,1,27,5
3,2,27,9
3,3,27,9
3,4,27,9
3,5,27,9
3,6,27,9
3,1,15,5
3,2,18,9
3,3,20,9
3,4,22,9
3,5,25,9
3,7,27,9
1,1,13,0
1,2,14,0
4,1,19,1
3,1,7,5
3,2,9,9
3,3,9,9
3,4,12,9
3,5,13,9
3,6,14,9
3,7,15,9
1,1,6,0
1,2,7,0
1,3,9,0
1,4,10,6
1,5,11,6
1,6,12,6
1,7,12,6
4,1,15,1
4,2,15,1
4,3,16,1
4,4,18,1
4,5,18,1
4,6,19,1
4,7,19,1
2,-7,1,0
2,-6,1,0
2,-5,1,0
2,-4,1,0
2,-3,1,0
2,-2,1,0
2,-1,1,0
3,-7,23,0
3,-6,19,0
3,-5,19,0
3,-4,19,0
3,-3,19,0
3,-2,19,5
3,-1,19,5
1,-7,15,0
1,-6,15,0
1,-5,15,0
1,-4,13,0
1,-3,13,0
1,-2,13,0
1,-1,13,0
4,-7,12,0
4,-6,12,0
4,-5,12,1
4,-4,12,1
4,-3,12,1
4,-2,12,1
4,-1,12,1
3,-7,22,0
3,-6,18,0
3,-5,18,0
3,-4,18,0
3,-3,18,0
3,-2,18,5
3,-7,10,0
3,-6,9,0
3,-5,11,0
3,-4,13,0
3,-3,16,0
3,-1,18,5
1,-7,13,0
1,-6,14,0
4,-7,11,0
3,-7,2,0
3,-6,0,0
3,-5,0,0
3,-4,3,0
3,-3,4,0
3,-2,5,5
3,-1,6,5
1,-7,6,0
1,-6,7,0
1,-5,9,0
1,-4,8,0
1,-3,9,0
1,-2,10,0
1,-1,10,0
4,-7,7,0
4,-6,7,0
4,-5,8,1
4,-4,10,1
4,-3,10,1
4,-2,11,1
4,-1,11,1
