Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,14,14
3,2,22,22
3,3,22,22
3,4,22,22
3,5,22,22
3,6,28,22
3,7,28,22
1,1,9,2
1,2,9,2
1,3,9,2
1,4,9,2
1,5,9,2
1,6,15,2
1,7,15,2
4,1,14,1
4,2,15,1
4,3,16,1
4,4,17,1
4,5,19,1
4,6,20,1
4,7,20,1
2,8,5,5
2,9,5,5
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,22
3,9,28,14
3,10,28,11
3,11,28,9
3,12,28,8
3,13,28,0
3,14,28,0
1,8,15,2
1,9,15,1
1,10,15,0
1,11,15,0
1,12,15,0
1,13,15,0
1,14,15,0
4,8,20,1
4,9,20,1
4,10,20,1
4,11,20,1
4,12,20,1
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,3,0
2,-4,5,0
2,-3,5,0
2,-2,5,0
2,-1,5,0
3,-7,2,0
3,-6,0,0
3,-5,3,0
3,-4,6,0
3,-3,7,0
3,-2,14,8
3,-1,14,11
1,-7,10,0
1,-6,10,0
1,-5,10,0
1,-4,4,0
1,-3,5,0
1,-2,9,0
1,-1,9,0
4,-7,11,0
4,-6,11,0
4,-5,11,0
4,-4,11,0
4,-3,12,0
4,-2,14,0
4,-1,14,1
