Specialty,Day,BedsAvailable,BedsUsed
1,1,12,12
1,2,12,12
1,3,12,12
1,4,13,13
1,5,13,13
1,6,15,13
1,7,15,11
3,1,11,7
3,2,12,9
3,3,12,9
3,4,13,7
3,5,13,6
3,6,13,6
3,7,13,5
5,1,11,4
5,2,12,5
5,3,12,6
5,4,12,6
5,5,12,6
5,6,12,6
5,7,12,5
7,1,18,10
7,2,18,13
7,3,18,15
7,4,18,15
7,5,18,11
7,6,18,8
7,7,18,4
1,8,15,9
1,9,15,7
1,10,15,6
1,11,15,5
1,12,15,2
1,13,15,0
1,14,15,0
3,8,13,3
3,9,13,2
3,10,13,1
3,11,13,1
3,12,13,0
3,13,13,0
3,14,13,0
5,8,12,3
5,9,12,2
5,10,12,1
5,11,12,1
5,12,12,0
5,13,12,0
5,14,12,0
7,8,18,3
7,9,18,3
7,10,18,2
7,11,18,2
7,12,18,0
7,13,18,0
7,14,18,0
1,-7,5,5
1,-6,8,8
1,-5,8,8
1,-4,9,9
1,-3,10,10
1,-2,11,11
1,-1,11,11
3,-7,5,0
3,-6,6,0
3,-5,6,0
3,-4,7,0
3,-3,7,0
3,-2,8,0
3,-1,10,2
5,-7,11,0
5,-6,11,0
5,-5,11,0
5,-4,11,0
5,-3,11,0
5,-2,11,0
5,-1,11,1
7,-7,15,0
7,-6,16,0
7,-5,15,0
7,-4,17,0
7,-3,17,0
7,-2,17,1
7,-1,17,3
