Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,12,9
3,2,14,14
3,3,19,14
3,4,23,14
3,5,24,14
3,6,28,14
3,7,28,14
1,1,2,2
1,2,4,2
1,3,7,2
1,4,7,7
1,5,8,7
1,6,15,7
1,7,15,7
4,1,19,10
4,2,19,10
4,3,20,10
4,4,20,10
4,5,20,10
4,6,20,10
4,7,20,10
2,8,5,5
2,9,5,5
2,10,5,2
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,14
3,9,28,5
3,10,28,5
3,11,28,5
3,12,28,5
3,13,28,0
3,14,28,0
1,8,15,7
1,9,15,7
1,10,15,5
1,11,15,5
1,12,15,4
1,13,15,0
1,14,15,0
4,8,20,10
4,9,20,7
4,10,20,3
4,11,20,3
4,12,20,2
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,5,0
2,-4,5,0
2,-3,5,0
2,-2,5,0
2,-1,5,0
3,-7,0,0
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,2,0
3,-2,12,9
3,-1,12,9
1,-7,4,0
1,-6,4,0
1,-5,8,0
1,-4,0,0
1,-3,0,0
1,-2,2,0
1,-1,2,0
4,-7,12,0
4,-6,17,0
4,-5,18,3
4,-4,18,7
4,-3,18,7
4,-2,19,8
4,-1,19,10
