Specialty,Day,BedsAvailable,BedsUsed
2,1,0,0
2,2,0,0
2,3,5,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
3,1,6,5
3,2,14,14
3,3,17,14
3,4,19,14
3,5,20,14
3,6,28,14
3,7,28,14
1,1,13,1
1,2,14,1
1,3,15,1
1,4,15,10
1,5,15,10
1,6,15,10
1,7,15,10
4,1,19,11
4,2,19,11
4,3,19,11
4,4,19,11
4,5,19,11
4,6,20,11
4,7,20,11
2,8,5,0
2,9,5,0
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,14
3,9,28,11
3,10,28,11
3,11,28,10
3,12,28,9
3,13,28,0
3,14,28,0
1,8,15,10
1,9,15,9
1,10,15,9
1,11,15,9
1,12,15,9
1,13,15,0
1,14,15,0
4,8,20,11
4,9,20,9
4,10,20,5
4,11,20,5
4,12,20,0
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,0,0
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,0,0
3,-2,6,3
3,-1,6,3
1,-7,7,0
1,-6,7,0
1,-5,7,0
1,-4,7,0
1,-3,7,0
1,-2,13,0
1,-1,13,0
4,-7,13,0
4,-6,14,0
4,-5,15,2
4,-4,16,6
4,-3,18,6
4,-2,19,10
4,-1,19,11
