Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,17,10
3,2,21,21
3,3,21,21
3,4,21,21
3,5,21,21
3,6,28,21
3,7,28,21
1,1,15,0
1,2,15,0
1,3,15,0
1,4,15,0
1,5,15,0
1,6,15,0
1,7,15,0
4,1,19,19
4,2,19,19
4,3,19,19
4,4,19,19
4,5,20,19
4,6,20,19
4,7,20,19
2,8,5,5
2,9,5,5
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,21
3,9,28,18
3,10,28,15
3,11,28,14
3,12,28,11
3,13,28,0
3,14,28,0
1,8,15,0
1,9,15,0
1,10,15,0
1,11,15,0
1,12,15,0
1,13,15,0
1,14,15,0
4,8,20,19
4,9,20,12
4,10,20,11
4,11,20,11
4,12,20,8
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,3,0
2,-4,5,0
2,-3,5,0
2,-2,5,0
2,-1,5,0
3,-7,5,0
3,-6,0,0
3,-5,3,0
3,-4,6,0
3,-3,8,0
3,-2,17,2
3,-1,17,6
1,-7,6,0
1,-6,6,0
1,-5,6,0
1,-4,6,0
1,-3,6,0
1,-2,15,0
1,-1,15,0
4,-7,0,0
4,-6,6,0
4,-5,8,7
4,-4,8,8
4,-3,14,8
4,-2,19,11
4,-1,19,19
