Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,9,9
3,2,9,9
3,3,14,9
3,4,24,9
3,5,25,9
3,6,28,9
3,7,28,9
1,1,6,0
1,2,12,0
1,3,13,0
1,4,13,10
1,5,13,10
1,6,15,10
1,7,15,10
4,1,18,10
4,2,19,10
4,3,19,10
4,4,19,10
4,5,20,10
4,6,20,10
4,7,20,10
2,8,5,5
2,9,5,5
2,10,5,1
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,9
3,9,28,8
3,10,28,4
3,11,28,2
3,12,28,0
3,13,28,0
3,14,28,0
1,8,15,10
1,9,15,10
1,10,15,10
1,11,15,10
1,12,15,9
1,13,15,0
1,14,15,0
4,8,20,10
4,9,20,4
4,10,20,3
4,11,20,3
4,12,20,3
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,5,0
2,-4,5,0
2,-3,5,0
2,-2,5,0
2,-1,5,0
3,-7,0,0
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,1,0
3,-2,9,1
3,-1,9,5
1,-7,3,0
1,-6,7,0
1,-5,7,0
1,-4,5,0
1,-3,5,0
1,-2,6,0
1,-1,6,0
4,-7,8,0
4,-6,8,0
4,-5,13,6
4,-4,13,7
4,-3,15,7
4,-2,18,7
4,-1,18,10
