Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,28,0
3,2,28,0
3,3,28,0
3,4,28,0
3,5,28,0
3,6,28,0
3,7,28,0
1,1,15,0
1,2,15,0
1,3,15,0
1,4,15,0
1,5,15,0
1,6,15,0
1,7,15,0
4,1,20,0
4,2,20,0
4,3,20,0
4,4,20,0
4,5,20,0
4,6,20,0
4,7,20,0
2,8,5,5
2,9,5,4
2,10,5,1
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,0
3,9,28,0
3,10,28,0
3,11,28,0
3,12,28,0
3,13,28,0
3,14,28,0
1,8,15,0
1,9,15,0
1,10,15,0
1,11,15,0
1,12,15,0
1,13,15,0
1,14,15,0
4,8,20,0
4,9,20,0
4,10,20,0
4,11,20,0
4,12,20,0
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,1,0
2,-5,4,0
2,-4,5,0
2,-3,5,0
2,-2,5,0
2,-1,5,0
3,-7,28,0
3,-6,28,0
3,-5,28,0
3,-4,28,0
3,-3,28,0
3,-2,28,0
3,-1,28,0
1,-7,15,0
1,-6,15,0
1,-5,15,0
1,-4,15,0
1,-3,15,0
1,-2,15,0
1,-1,15,0
4,-7,20,0
4,-6,20,0
4,-5,20,0
4,-4,20,0
4,-3,20,0
4,-2,20,0
4,-1,20,0
