Specialty,Day,BedsAvailable,BedsUsed
2,1,0,0
2,2,0,0
2,3,4,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
3,1,19,14
3,2,20,20
3,3,24,20
3,4,26,20
3,5,28,20
3,6,28,20
3,7,28,20
1,1,5,2
1,2,5,2
1,3,5,2
1,4,5,5
1,5,6,5
1,6,15,5
1,7,15,5
4,1,10,10
4,2,16,10
4,3,17,10
4,4,17,10
4,5,17,10
4,6,20,10
4,7,20,10
2,8,5,0
2,9,5,0
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,20
3,9,28,16
3,10,28,12
3,11,28,10
3,12,28,6
3,13,28,0
3,14,28,0
1,8,15,5
1,9,15,5
1,10,15,3
1,11,15,3
1,12,15,2
1,13,15,0
1,14,15,0
4,8,20,10
4,9,20,10
4,10,20,7
4,11,20,7
4,12,20,4
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,0,0
3,-6,0,0
3,-5,5,0
3,-4,15,0
3,-3,16,0
3,-2,19,4
3,-1,19,8
1,-7,6,0
1,-6,12,0
1,-5,13,0
1,-4,3,0
1,-3,3,0
1,-2,5,0
1,-1,5,0
4,-7,8,0
4,-6,9,0
4,-5,9,0
4,-4,9,3
4,-3,10,3
4,-2,10,6
4,-1,10,10
