Specialty,Day,BedsAvailable,BedsUsed
1,1,8,8
1,2,10,10
1,3,13,12
1,4,13,13
1,5,15,13
1,6,15,12
1,7,15,12
3,1,3,3
3,2,7,5
3,3,7,7
3,4,9,9
3,5,11,9
3,6,13,9
3,7,13,9
5,1,6,1
5,2,10,1
5,3,11,1
5,4,12,1
5,5,12,1
5,6,12,1
5,7,12,1
7,1,11,5
7,2,14,6
7,3,17,7
7,4,17,7
7,5,18,6
7,6,18,6
7,7,18,6
1,8,15,10
1,9,15,8
1,10,15,5
1,11,15,4
1,12,15,2
1,13,15,0
1,14,15,0
3,8,13,9
3,9,13,8
3,10,13,6
3,11,13,3
3,12,13,3
3,13,13,0
3,14,13,0
5,8,12,1
5,9,12,1
5,10,12,1
5,11,12,1
5,12,12,1
5,13,12,0
5,14,12,0
7,8,18,5
7,9,18,4
7,10,18,3
7,11,18,1
7,12,18,1
7,13,18,0
7,14,18,0
1,-7,0,0
1,-6,0,0
1,-5,0,0
1,-4,0,0
1,-3,3,3
1,-2,5,5
1,-1,8,5
3,-7,0,0
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,2,0
3,-2,3,0
3,-1,3,2
5,-7,1,0
5,-6,0,0
5,-5,1,0
5,-4,2,0
5,-3,2,0
5,-2,3,0
5,-1,4,1
7,-7,6,0
7,-6,6,0
7,-5,5,0
7,-4,7,0
7,-3,9,0
7,-2,9,1
7,-1,10,2
