Specialty,Day,BedsAvailable,BedsUsed
2,1,0,0
2,2,0,0
2,3,5,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
3,1,12,12
3,2,16,16
3,3,16,16
3,4,16,16
3,5,18,16
3,6,28,16
3,7,28,16
1,1,9,5
1,2,9,5
1,3,13,5
1,4,13,13
1,5,13,13
1,6,15,13
1,7,15,13
4,1,13,1
4,2,18,1
4,3,19,1
4,4,19,1
4,5,19,1
4,6,20,1
4,7,20,1
2,8,5,0
2,9,5,0
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,16
3,9,28,14
3,10,28,9
3,11,28,5
3,12,28,4
3,13,28,0
3,14,28,0
1,8,15,13
1,9,15,11
1,10,15,8
1,11,15,8
1,12,15,7
1,13,15,0
1,14,15,0
4,8,20,1
4,9,20,1
4,10,20,0
4,11,20,0
4,12,20,0
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,7,0
3,-6,0,0
3,-5,0,0
3,-4,1,0
3,-3,2,0
3,-2,11,2
3,-1,11,7
1,-7,1,0
1,-6,2,0
1,-5,2,0
1,-4,0,0
1,-3,0,0
1,-2,9,0
1,-1,9,0
4,-7,2,0
4,-6,4,0
4,-5,8,0
4,-4,8,1
4,-3,13,1
4,-2,13,1
4,-1,13,1
