Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,8,8
3,2,12,12
3,3,16,12
3,4,18,12
3,5,22,12
3,6,28,12
3,7,28,12
1,1,10,0
1,2,10,0
1,3,12,0
1,4,12,6
1,5,13,6
1,6,15,6
1,7,15,6
4,1,10,2
4,2,10,2
4,3,13,2
4,4,13,2
4,5,16,2
4,6,20,2
4,7,20,2
2,8,5,5
2,9,5,5
2,10,5,1
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,12
3,9,28,9
3,10,28,7
3,11,28,6
3,12,28,4
3,13,28,0
3,14,28,0
1,8,15,6
1,9,15,6
1,10,15,6
1,11,15,6
1,12,15,6
1,13,15,0
1,14,15,0
4,8,20,2
4,9,20,0
4,10,20,0
4,11,20,0
4,12,20,0
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,4,0
2,-4,5,0
2,-3,5,0
2,-2,5,0
2,-1,5,0
3,-7,5,0
3,-6,0,0
3,-5,4,0
3,-4,6,0
3,-3,8,0
3,-2,8,2
3,-1,8,5
1,-7,3,0
1,-6,3,0
1,-5,3,0
1,-4,0,0
1,-3,1,0
1,-2,10,0
1,-1,10,0
4,-7,0,0
4,-6,6,0
4,-5,7,2
4,-4,7,2
4,-3,7,2
4,-2,10,2
4,-1,10,2
