Specialty,Day,BedsAvailable,BedsUsed
2,1,0,0
2,2,0,0
2,3,3,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
3,1,9,4
3,2,11,11
3,3,14,11
3,4,17,11
3,5,19,11
3,6,28,11
3,7,28,11
1,1,6,0
1,2,6,0
1,3,6,0
1,4,6,0
1,5,6,0
1,6,15,0
1,7,15,0
4,1,1,1
4,2,7,1
4,3,9,1
4,4,9,1
4,5,15,1
4,6,20,1
4,7,20,1
2,8,5,0
2,9,5,0
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,11
3,9,28,7
3,10,28,7
3,11,28,7
3,12,28,7
3,13,28,0
3,14,28,0
1,8,15,0
1,9,15,0
1,10,15,0
1,11,15,0
1,12,15,0
1,13,15,0
1,14,15,0
4,8,20,1
4,9,20,1
4,10,20,1
4,11,20,1
4,12,20,0
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,5,0
3,-6,0,0
3,-5,1,0
3,-4,4,0
3,-3,6,0
3,-2,9,4
3,-1,9,4
1,-7,6,0
1,-6,6,0
1,-5,13,0
1,-4,4,0
1,-3,4,0
1,-2,5,0
1,-1,5,0
4,-7,0,0
4,-6,0,0
4,-5,0,0
4,-4,0,0
4,-3,1,0
4,-2,1,0
4,-1,1,1
