Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,16,14
3,2,21,21
3,3,21,21
3,4,21,21
3,5,21,21
3,6,28,21
3,7,28,21
1,1,7,0
1,2,7,0
1,3,7,0
1,4,7,0
1,5,8,0
1,6,15,0
1,7,15,0
4,1,19,19
4,2,19,19
4,3,19,19
4,4,19,19
4,5,19,19
4,6,20,19
4,7,20,19
2,8,5,5
2,9,5,5
2,10,5,1
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,21
3,9,28,14
3,10,28,14
3,11,28,11
3,12,28,7
3,13,28,0
3,14,28,0
1,8,15,0
1,9,15,0
1,10,15,0
1,11,15,0
1,12,15,0
1,13,15,0
1,14,15,0
4,8,20,18
4,9,20,13
4,10,20,11
4,11,20,11
4,12,20,6
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,4,0
2,-4,5,0
2,-3,5,0
2,-2,5,0
2,-1,5,0
3,-7,2,0
3,-6,0,0
3,-5,2,0
3,-4,8,0
3,-3,9,0
3,-2,16,7
3,-1,16,7
1,-7,12,0
1,-6,12,0
1,-5,12,0
1,-4,4,0
1,-3,4,0
1,-2,7,0
1,-1,7,0
4,-7,1,0
4,-6,4,0
4,-5,8,6
4,-4,8,8
4,-3,14,8
4,-2,19,13
4,-1,19,19
