Specialty,Day,BedsAvailable,BedsUsed
2,1,0,0
2,2,0,0
2,3,5,0
2,4,5,0
2,5,5,0
2,6,5,0
2,7,5,0
3,1,8,3
3,2,13,13
3,3,14,13
3,4,20,13
3,5,21,13
3,6,28,13
3,7,28,13
1,1,7,6
1,2,7,6
1,3,7,6
1,4,7,7
1,5,8,7
1,6,15,7
1,7,15,7
4,1,1,1
4,2,4,1
4,3,9,1
4,4,9,1
4,5,14,1
4,6,20,1
4,7,20,1
2,8,5,0
2,9,5,0
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,13
3,9,28,10
3,10,28,10
3,11,28,10
3,12,28,10
3,13,28,0
3,14,28,0
1,8,15,7
1,9,15,6
1,10,15,1
1,11,15,1
1,12,15,1
1,13,15,0
1,14,15,0
4,8,20,1
4,9,20,1
4,10,20,1
4,11,20,1
4,12,20,0
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
3,-7,1,0
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,2,0
3,-2,8,3
3,-1,8,3
1,-7,10,0
1,-6,10,0
1,-5,10,0
1,-4,2,0
1,-3,3,0
1,-2,7,0
1,-1,7,0
4,-7,0,0
4,-6,0,0
4,-5,0,0
4,-4,0,0
4,-3,1,0
4,-2,1,1
4,-1,1,1
