Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
2,8,5,5
2,9,5,5
2,10,5,1
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,1,7,7
3,2,9,8
3,3,9,9
3,4,12,12
3,5,13,13
3,6,14,13
3,7,15,13
3,8,15,13
3,9,18,9
3,10,20,9
3,11,22,8
3,12,25,8
3,13,27,0
3,14,27,0
1,1,6,6
1,2,7,6
1,3,9,6
1,4,10,10
1,5,11,11
1,6,12,11
1,7,12,11
1,8,13,11
1,9,14,8
1,10,15,7
1,11,15,7
1,12,15,7
1,13,15,0
1,14,15,0
4,1,15,14
4,2,15,15
4,3,16,16
4,4,18,18
4,5,18,18
4,6,19,18
4,7,19,18
4,8,19,17
4,9,20,12
4,10,20,7
4,11,20,7
4,12,20,6
4,13,20,0
4,14,20,0
2,-7,5,0
2,-6,5,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,5,0
2,-1,5,0
3,-7,25,0
3,-6,21,0
3,-5,14,0
3,-4,12,0
3,-3,12,0
3,-2,10,2
3,-1,7,3
1,-7,13,0
1,-6,7,0
1,-5,7,0
1,-4,4,0
1,-3,2,0
1,-2,6,0
1,-1,5,0
4,-7,15,0
4,-6,14,0
4,-5,11,4
4,-4,11,6
4,-3,11,6
4,-2,14,9
4,-1,14,14
