Specialty,Day,BedsAvailable,BedsUsed
2,1,5,5
2,2,5,5
2,3,5,5
2,4,5,5
2,5,5,5
2,6,5,5
2,7,5,5
3,1,14,7
3,2,17,17
3,3,17,17
3,4,18,17
3,5,19,17
3,6,28,17
3,7,28,17
1,1,5,4
1,2,6,4
1,3,6,4
1,4,6,6
1,5,6,6
1,6,15,6
1,7,15,6
4,1,9,7
4,2,11,7
4,3,15,7
4,4,15,7
4,5,20,7
4,6,20,7
4,7,20,7
2,8,5,5
2,9,5,5
2,10,5,0
2,11,5,0
2,12,5,0
2,13,5,0
2,14,5,0
3,8,28,16
3,9,28,12
3,10,28,12
3,11,28,12
3,12,28,10
3,13,28,0
3,14,28,0
1,8,15,6
1,9,15,6
1,10,15,2
1,11,15,2
1,12,15,2
1,13,15,0
1,14,15,0
4,8,20,7
4,9,20,2
4,10,20,1
4,11,20,1
4,12,20,1
4,13,20,0
4,14,20,0
2,-7,0,0
2,-6,0,0
2,-5,5,0
2,-4,5,0
2,-3,5,0
2,-2,5,0
2,-1,5,0
3,-7,1,0
3,-6,0,0
3,-5,3,0
3,-4,5,0
3,-3,6,0
3,-2,14,5
3,-1,14,5
1,-7,12,0
1,-6,13,0
1,-5,14,0
1,-4,5,0
1,-3,5,0
1,-2,5,0
1,-1,5,0
4,-7,8,0
4,-6,8,0
4,-5,8,5
4,-4,8,6
4,-3,8,6
4,-2,9,6
4,-1,9,7
